,emoji,group,subgroup,name,qualified_status,edition,codepoint_readable,utf8_codepoint
1492,👰🏼‍♀️,People & Body,person-role,woman with veil: medium-light skin tone,fully-qualified,E13.0,1F470 1F3FC 200D 2640 FE0F,\U0001f470\U0001f3fc\u200d\u2640\ufe0f
1493,👰🏼‍♀,People & Body,person-role,woman with veil: medium-light skin tone,minimally-qualified,E13.0,1F470 1F3FC 200D 2640,\U0001f470\U0001f3fc\u200d\u2640
1494,👰🏽‍♀️,People & Body,person-role,woman with veil: medium skin tone,fully-qualified,E13.0,1F470 1F3FD 200D 2640 FE0F,\U0001f470\U0001f3fd\u200d\u2640\ufe0f
1495,👰🏽‍♀,People & Body,person-role,woman with veil: medium skin tone,minimally-qualified,E13.0,1F470 1F3FD 200D 2640,\U0001f470\U0001f3fd\u200d\u2640
1496,👰🏾‍♀️,People & Body,person-role,woman with veil: medium-dark skin tone,fully-qualified,E13.0,1F470 1F3FE 200D 2640 FE0F,\U0001f470\U0001f3fe\u200d\u2640\ufe0f
1497,👰🏾‍♀,People & Body,person-role,woman with veil: medium-dark skin tone,minimally-qualified,E13.0,1F470 1F3FE 200D 2640,\U0001f470\U0001f3fe\u200d\u2640
1498,👰🏿‍♀️,People & Body,person-role,woman with veil: dark skin tone,fully-qualified,E13.0,1F470 1F3FF 200D 2640 FE0F,\U0001f470\U0001f3ff\u200d\u2640\ufe0f
1499,👰🏿‍♀,People & Body,person-role,woman with veil: dark skin tone,minimally-qualified,E13.0,1F470 1F3FF 200D 2640,\U0001f470\U0001f3ff\u200d\u2640
1500,🤰,People & Body,person-role,pregnant woman,fully-qualified,E3.0,1F930,\U0001f930
1501,🤰🏻,People & Body,person-role,pregnant woman: light skin tone,fully-qualified,E3.0,1F930 1F3FB,\U0001f930\U0001f3fb
1502,🤰🏼,People & Body,person-role,pregnant woman: medium-light skin tone,fully-qualified,E3.0,1F930 1F3FC,\U0001f930\U0001f3fc
1503,🤰🏽,People & Body,person-role,pregnant woman: medium skin tone,fully-qualified,E3.0,1F930 1F3FD,\U0001f930\U0001f3fd
1504,🤰🏾,People & Body,person-role,pregnant woman: medium-dark skin tone,fully-qualified,E3.0,1F930 1F3FE,\U0001f930\U0001f3fe
1505,🤰🏿,People & Body,person-role,pregnant woman: dark skin tone,fully-qualified,E3.0,1F930 1F3FF,\U0001f930\U0001f3ff
1506,🤱,People & Body,person-role,breast-feeding,fully-qualified,E5.0,1F931,\U0001f931
1507,🤱🏻,People & Body,person-role,breast-feeding: light skin tone,fully-qualified,E5.0,1F931 1F3FB,\U0001f931\U0001f3fb
1508,🤱🏼,People & Body,person-role,breast-feeding: medium-light skin tone,fully-qualified,E5.0,1F931 1F3FC,\U0001f931\U0001f3fc
1509,🤱🏽,People & Body,person-role,breast-feeding: medium skin tone,fully-qualified,E5.0,1F931 1F3FD,\U0001f931\U0001f3fd
1510,🤱🏾,People & Body,person-role,breast-feeding: medium-dark skin tone,fully-qualified,E5.0,1F931 1F3FE,\U0001f931\U0001f3fe
1511,🤱🏿,People & Body,person-role,breast-feeding: dark skin tone,fully-qualified,E5.0,1F931 1F3FF,\U0001f931\U0001f3ff
1512,👩‍🍼,People & Body,person-role,woman feeding baby,fully-qualified,E13.0,1F469 200D 1F37C,\U0001f469\u200d\U0001f37c
1513,👩🏻‍🍼,People & Body,person-role,woman feeding baby: light skin tone,fully-qualified,E13.0,1F469 1F3FB 200D 1F37C,\U0001f469\U0001f3fb\u200d\U0001f37c
1514,👩🏼‍🍼,People & Body,person-role,woman feeding baby: medium-light skin tone,fully-qualified,E13.0,1F469 1F3FC 200D 1F37C,\U0001f469\U0001f3fc\u200d\U0001f37c
1515,👩🏽‍🍼,People & Body,person-role,woman feeding baby: medium skin tone,fully-qualified,E13.0,1F469 1F3FD 200D 1F37C,\U0001f469\U0001f3fd\u200d\U0001f37c
1516,👩🏾‍🍼,People & Body,person-role,woman feeding baby: medium-dark skin tone,fully-qualified,E13.0,1F469 1F3FE 200D 1F37C,\U0001f469\U0001f3fe\u200d\U0001f37c
1517,👩🏿‍🍼,People & Body,person-role,woman feeding baby: dark skin tone,fully-qualified,E13.0,1F469 1F3FF 200D 1F37C,\U0001f469\U0001f3ff\u200d\U0001f37c
1518,👨‍🍼,People & Body,person-role,man feeding baby,fully-qualified,E13.0,1F468 200D 1F37C,\U0001f468\u200d\U0001f37c
1519,👨🏻‍🍼,People & Body,person-role,man feeding baby: light skin tone,fully-qualified,E13.0,1F468 1F3FB 200D 1F37C,\U0001f468\U0001f3fb\u200d\U0001f37c
1520,👨🏼‍🍼,People & Body,person-role,man feeding baby: medium-light skin tone,fully-qualified,E13.0,1F468 1F3FC 200D 1F37C,\U0001f468\U0001f3fc\u200d\U0001f37c
1521,👨🏽‍🍼,People & Body,person-role,man feeding baby: medium skin tone,fully-qualified,E13.0,1F468 1F3FD 200D 1F37C,\U0001f468\U0001f3fd\u200d\U0001f37c
1522,👨🏾‍🍼,People & Body,person-role,man feeding baby: medium-dark skin tone,fully-qualified,E13.0,1F468 1F3FE 200D 1F37C,\U0001f468\U0001f3fe\u200d\U0001f37c
1523,👨🏿‍🍼,People & Body,person-role,man feeding baby: dark skin tone,fully-qualified,E13.0,1F468 1F3FF 200D 1F37C,\U0001f468\U0001f3ff\u200d\U0001f37c
1524,🧑‍🍼,People & Body,person-role,person feeding baby,fully-qualified,E13.0,1F9D1 200D 1F37C,\U0001f9d1\u200d\U0001f37c
1525,🧑🏻‍🍼,People & Body,person-role,person feeding baby: light skin tone,fully-qualified,E13.0,1F9D1 1F3FB 200D 1F37C,\U0001f9d1\U0001f3fb\u200d\U0001f37c
1526,🧑🏼‍🍼,People & Body,person-role,person feeding baby: medium-light skin tone,fully-qualified,E13.0,1F9D1 1F3FC 200D 1F37C,\U0001f9d1\U0001f3fc\u200d\U0001f37c
1527,🧑🏽‍🍼,People & Body,person-role,person feeding baby: medium skin tone,fully-qualified,E13.0,1F9D1 1F3FD 200D 1F37C,\U0001f9d1\U0001f3fd\u200d\U0001f37c
1528,🧑🏾‍🍼,People & Body,person-role,person feeding baby: medium-dark skin tone,fully-qualified,E13.0,1F9D1 1F3FE 200D 1F37C,\U0001f9d1\U0001f3fe\u200d\U0001f37c
1529,🧑🏿‍🍼,People & Body,person-role,person feeding baby: dark skin tone,fully-qualified,E13.0,1F9D1 1F3FF 200D 1F37C,\U0001f9d1\U0001f3ff\u200d\U0001f37c
1530,👼,People & Body,person-fantasy,baby angel,fully-qualified,E0.6,1F47C,\U0001f47c
1531,👼🏻,People & Body,person-fantasy,baby angel: light skin tone,fully-qualified,E1.0,1F47C 1F3FB,\U0001f47c\U0001f3fb
1532,👼🏼,People & Body,person-fantasy,baby angel: medium-light skin tone,fully-qualified,E1.0,1F47C 1F3FC,\U0001f47c\U0001f3fc
1533,👼🏽,People & Body,person-fantasy,baby angel: medium skin tone,fully-qualified,E1.0,1F47C 1F3FD,\U0001f47c\U0001f3fd
1534,👼🏾,People & Body,person-fantasy,baby angel: medium-dark skin tone,fully-qualified,E1.0,1F47C 1F3FE,\U0001f47c\U0001f3fe
1535,👼🏿,People & Body,person-fantasy,baby angel: dark skin tone,fully-qualified,E1.0,1F47C 1F3FF,\U0001f47c\U0001f3ff
1536,🎅,People & Body,person-fantasy,Santa Claus,fully-qualified,E0.6,1F385,\U0001f385
1537,🎅🏻,People & Body,person-fantasy,Santa Claus: light skin tone,fully-qualified,E1.0,1F385 1F3FB,\U0001f385\U0001f3fb
1538,🎅🏼,People & Body,person-fantasy,Santa Claus: medium-light skin tone,fully-qualified,E1.0,1F385 1F3FC,\U0001f385\U0001f3fc
1539,🎅🏽,People & Body,person-fantasy,Santa Claus: medium skin tone,fully-qualified,E1.0,1F385 1F3FD,\U0001f385\U0001f3fd
1540,🎅🏾,People & Body,person-fantasy,Santa Claus: medium-dark skin tone,fully-qualified,E1.0,1F385 1F3FE,\U0001f385\U0001f3fe
1541,🎅🏿,People & Body,person-fantasy,Santa Claus: dark skin tone,fully-qualified,E1.0,1F385 1F3FF,\U0001f385\U0001f3ff
1542,🤶,People & Body,person-fantasy,Mrs. Claus,fully-qualified,E3.0,1F936,\U0001f936
1543,🤶🏻,People & Body,person-fantasy,Mrs. Claus: light skin tone,fully-qualified,E3.0,1F936 1F3FB,\U0001f936\U0001f3fb
1544,🤶🏼,People & Body,person-fantasy,Mrs. Claus: medium-light skin tone,fully-qualified,E3.0,1F936 1F3FC,\U0001f936\U0001f3fc
1545,🤶🏽,People & Body,person-fantasy,Mrs. Claus: medium skin tone,fully-qualified,E3.0,1F936 1F3FD,\U0001f936\U0001f3fd
1546,🤶🏾,People & Body,person-fantasy,Mrs. Claus: medium-dark skin tone,fully-qualified,E3.0,1F936 1F3FE,\U0001f936\U0001f3fe
1547,🤶🏿,People & Body,person-fantasy,Mrs. Claus: dark skin tone,fully-qualified,E3.0,1F936 1F3FF,\U0001f936\U0001f3ff
1548,🧑‍🎄,People & Body,person-fantasy,mx claus,fully-qualified,E13.0,1F9D1 200D 1F384,\U0001f9d1\u200d\U0001f384
1549,🧑🏻‍🎄,People & Body,person-fantasy,mx claus: light skin tone,fully-qualified,E13.0,1F9D1 1F3FB 200D 1F384,\U0001f9d1\U0001f3fb\u200d\U0001f384
1550,🧑🏼‍🎄,People & Body,person-fantasy,mx claus: medium-light skin tone,fully-qualified,E13.0,1F9D1 1F3FC 200D 1F384,\U0001f9d1\U0001f3fc\u200d\U0001f384
1551,🧑🏽‍🎄,People & Body,person-fantasy,mx claus: medium skin tone,fully-qualified,E13.0,1F9D1 1F3FD 200D 1F384,\U0001f9d1\U0001f3fd\u200d\U0001f384
1552,🧑🏾‍🎄,People & Body,person-fantasy,mx claus: medium-dark skin tone,fully-qualified,E13.0,1F9D1 1F3FE 200D 1F384,\U0001f9d1\U0001f3fe\u200d\U0001f384
1553,🧑🏿‍🎄,People & Body,person-fantasy,mx claus: dark skin tone,fully-qualified,E13.0,1F9D1 1F3FF 200D 1F384,\U0001f9d1\U0001f3ff\u200d\U0001f384
1554,🦸,People & Body,person-fantasy,superhero,fully-qualified,E11.0,1F9B8,\U0001f9b8
1555,🦸🏻,People & Body,person-fantasy,superhero: light skin tone,fully-qualified,E11.0,1F9B8 1F3FB,\U0001f9b8\U0001f3fb
1556,🦸🏼,People & Body,person-fantasy,superhero: medium-light skin tone,fully-qualified,E11.0,1F9B8 1F3FC,\U0001f9b8\U0001f3fc
1557,🦸🏽,People & Body,person-fantasy,superhero: medium skin tone,fully-qualified,E11.0,1F9B8 1F3FD,\U0001f9b8\U0001f3fd
1558,🦸🏾,People & Body,person-fantasy,superhero: medium-dark skin tone,fully-qualified,E11.0,1F9B8 1F3FE,\U0001f9b8\U0001f3fe
1559,🦸🏿,People & Body,person-fantasy,superhero: dark skin tone,fully-qualified,E11.0,1F9B8 1F3FF,\U0001f9b8\U0001f3ff
1560,🦸‍♂️,People & Body,person-fantasy,man superhero,fully-qualified,E11.0,1F9B8 200D 2642 FE0F,\U0001f9b8\u200d\u2642\ufe0f
1561,🦸‍♂,People & Body,person-fantasy,man superhero,minimally-qualified,E11.0,1F9B8 200D 2642,\U0001f9b8\u200d\u2642
1562,🦸🏻‍♂️,People & Body,person-fantasy,man superhero: light skin tone,fully-qualified,E11.0,1F9B8 1F3FB 200D 2642 FE0F,\U0001f9b8\U0001f3fb\u200d\u2642\ufe0f
1563,🦸🏻‍♂,People & Body,person-fantasy,man superhero: light skin tone,minimally-qualified,E11.0,1F9B8 1F3FB 200D 2642,\U0001f9b8\U0001f3fb\u200d\u2642
1564,🦸🏼‍♂️,People & Body,person-fantasy,man superhero: medium-light skin tone,fully-qualified,E11.0,1F9B8 1F3FC 200D 2642 FE0F,\U0001f9b8\U0001f3fc\u200d\u2642\ufe0f
1565,🦸🏼‍♂,People & Body,person-fantasy,man superhero: medium-light skin tone,minimally-qualified,E11.0,1F9B8 1F3FC 200D 2642,\U0001f9b8\U0001f3fc\u200d\u2642
1566,🦸🏽‍♂️,People & Body,person-fantasy,man superhero: medium skin tone,fully-qualified,E11.0,1F9B8 1F3FD 200D 2642 FE0F,\U0001f9b8\U0001f3fd\u200d\u2642\ufe0f
1567,🦸🏽‍♂,People & Body,person-fantasy,man superhero: medium skin tone,minimally-qualified,E11.0,1F9B8 1F3FD 200D 2642,\U0001f9b8\U0001f3fd\u200d\u2642
1568,🦸🏾‍♂️,People & Body,person-fantasy,man superhero: medium-dark skin tone,fully-qualified,E11.0,1F9B8 1F3FE 200D 2642 FE0F,\U0001f9b8\U0001f3fe\u200d\u2642\ufe0f
1569,🦸🏾‍♂,People & Body,person-fantasy,man superhero: medium-dark skin tone,minimally-qualified,E11.0,1F9B8 1F3FE 200D 2642,\U0001f9b8\U0001f3fe\u200d\u2642
1570,🦸🏿‍♂️,People & Body,person-fantasy,man superhero: dark skin tone,fully-qualified,E11.0,1F9B8 1F3FF 200D 2642 FE0F,\U0001f9b8\U0001f3ff\u200d\u2642\ufe0f
1571,🦸🏿‍♂,People & Body,person-fantasy,man superhero: dark skin tone,minimally-qualified,E11.0,1F9B8 1F3FF 200D 2642,\U0001f9b8\U0001f3ff\u200d\u2642
1572,🦸‍♀️,People & Body,person-fantasy,woman superhero,fully-qualified,E11.0,1F9B8 200D 2640 FE0F,\U0001f9b8\u200d\u2640\ufe0f
1573,🦸‍♀,People & Body,person-fantasy,woman superhero,minimally-qualified,E11.0,1F9B8 200D 2640,\U0001f9b8\u200d\u2640
1574,🦸🏻‍♀️,People & Body,person-fantasy,woman superhero: light skin tone,fully-qualified,E11.0,1F9B8 1F3FB 200D 2640 FE0F,\U0001f9b8\U0001f3fb\u200d\u2640\ufe0f
1575,🦸🏻‍♀,People & Body,person-fantasy,woman superhero: light skin tone,minimally-qualified,E11.0,1F9B8 1F3FB 200D 2640,\U0001f9b8\U0001f3fb\u200d\u2640
1576,🦸🏼‍♀️,People & Body,person-fantasy,woman superhero: medium-light skin tone,fully-qualified,E11.0,1F9B8 1F3FC 200D 2640 FE0F,\U0001f9b8\U0001f3fc\u200d\u2640\ufe0f
1577,🦸🏼‍♀,People & Body,person-fantasy,woman superhero: medium-light skin tone,minimally-qualified,E11.0,1F9B8 1F3FC 200D 2640,\U0001f9b8\U0001f3fc\u200d\u2640
1578,🦸🏽‍♀️,People & Body,person-fantasy,woman superhero: medium skin tone,fully-qualified,E11.0,1F9B8 1F3FD 200D 2640 FE0F,\U0001f9b8\U0001f3fd\u200d\u2640\ufe0f
1579,🦸🏽‍♀,People & Body,person-fantasy,woman superhero: medium skin tone,minimally-qualified,E11.0,1F9B8 1F3FD 200D 2640,\U0001f9b8\U0001f3fd\u200d\u2640
1580,🦸🏾‍♀️,People & Body,person-fantasy,woman superhero: medium-dark skin tone,fully-qualified,E11.0,1F9B8 1F3FE 200D 2640 FE0F,\U0001f9b8\U0001f3fe\u200d\u2640\ufe0f
1581,🦸🏾‍♀,People & Body,person-fantasy,woman superhero: medium-dark skin tone,minimally-qualified,E11.0,1F9B8 1F3FE 200D 2640,\U0001f9b8\U0001f3fe\u200d\u2640
1582,🦸🏿‍♀️,People & Body,person-fantasy,woman superhero: dark skin tone,fully-qualified,E11.0,1F9B8 1F3FF 200D 2640 FE0F,\U0001f9b8\U0001f3ff\u200d\u2640\ufe0f
1583,🦸🏿‍♀,People & Body,person-fantasy,woman superhero: dark skin tone,minimally-qualified,E11.0,1F9B8 1F3FF 200D 2640,\U0001f9b8\U0001f3ff\u200d\u2640
1584,🦹,People & Body,person-fantasy,supervillain,fully-qualified,E11.0,1F9B9,\U0001f9b9
1585,🦹🏻,People & Body,person-fantasy,supervillain: light skin tone,fully-qualified,E11.0,1F9B9 1F3FB,\U0001f9b9\U0001f3fb
1586,🦹🏼,People & Body,person-fantasy,supervillain: medium-light skin tone,fully-qualified,E11.0,1F9B9 1F3FC,\U0001f9b9\U0001f3fc
1587,🦹🏽,People & Body,person-fantasy,supervillain: medium skin tone,fully-qualified,E11.0,1F9B9 1F3FD,\U0001f9b9\U0001f3fd
1588,🦹🏾,People & Body,person-fantasy,supervillain: medium-dark skin tone,fully-qualified,E11.0,1F9B9 1F3FE,\U0001f9b9\U0001f3fe
1589,🦹🏿,People & Body,person-fantasy,supervillain: dark skin tone,fully-qualified,E11.0,1F9B9 1F3FF,\U0001f9b9\U0001f3ff
1590,🦹‍♂️,People & Body,person-fantasy,man supervillain,fully-qualified,E11.0,1F9B9 200D 2642 FE0F,\U0001f9b9\u200d\u2642\ufe0f
1591,🦹‍♂,People & Body,person-fantasy,man supervillain,minimally-qualified,E11.0,1F9B9 200D 2642,\U0001f9b9\u200d\u2642
1592,🦹🏻‍♂️,People & Body,person-fantasy,man supervillain: light skin tone,fully-qualified,E11.0,1F9B9 1F3FB 200D 2642 FE0F,\U0001f9b9\U0001f3fb\u200d\u2642\ufe0f
1593,🦹🏻‍♂,People & Body,person-fantasy,man supervillain: light skin tone,minimally-qualified,E11.0,1F9B9 1F3FB 200D 2642,\U0001f9b9\U0001f3fb\u200d\u2642
1594,🦹🏼‍♂️,People & Body,person-fantasy,man supervillain: medium-light skin tone,fully-qualified,E11.0,1F9B9 1F3FC 200D 2642 FE0F,\U0001f9b9\U0001f3fc\u200d\u2642\ufe0f
1595,🦹🏼‍♂,People & Body,person-fantasy,man supervillain: medium-light skin tone,minimally-qualified,E11.0,1F9B9 1F3FC 200D 2642,\U0001f9b9\U0001f3fc\u200d\u2642
1596,🦹🏽‍♂️,People & Body,person-fantasy,man supervillain: medium skin tone,fully-qualified,E11.0,1F9B9 1F3FD 200D 2642 FE0F,\U0001f9b9\U0001f3fd\u200d\u2642\ufe0f
1597,🦹🏽‍♂,People & Body,person-fantasy,man supervillain: medium skin tone,minimally-qualified,E11.0,1F9B9 1F3FD 200D 2642,\U0001f9b9\U0001f3fd\u200d\u2642
1598,🦹🏾‍♂️,People & Body,person-fantasy,man supervillain: medium-dark skin tone,fully-qualified,E11.0,1F9B9 1F3FE 200D 2642 FE0F,\U0001f9b9\U0001f3fe\u200d\u2642\ufe0f
1599,🦹🏾‍♂,People & Body,person-fantasy,man supervillain: medium-dark skin tone,minimally-qualified,E11.0,1F9B9 1F3FE 200D 2642,\U0001f9b9\U0001f3fe\u200d\u2642
1600,🦹🏿‍♂️,People & Body,person-fantasy,man supervillain: dark skin tone,fully-qualified,E11.0,1F9B9 1F3FF 200D 2642 FE0F,\U0001f9b9\U0001f3ff\u200d\u2642\ufe0f
1601,🦹🏿‍♂,People & Body,person-fantasy,man supervillain: dark skin tone,minimally-qualified,E11.0,1F9B9 1F3FF 200D 2642,\U0001f9b9\U0001f3ff\u200d\u2642
1602,🦹‍♀️,People & Body,person-fantasy,woman supervillain,fully-qualified,E11.0,1F9B9 200D 2640 FE0F,\U0001f9b9\u200d\u2640\ufe0f
1603,🦹‍♀,People & Body,person-fantasy,woman supervillain,minimally-qualified,E11.0,1F9B9 200D 2640,\U0001f9b9\u200d\u2640
1604,🦹🏻‍♀️,People & Body,person-fantasy,woman supervillain: light skin tone,fully-qualified,E11.0,1F9B9 1F3FB 200D 2640 FE0F,\U0001f9b9\U0001f3fb\u200d\u2640\ufe0f
1605,🦹🏻‍♀,People & Body,person-fantasy,woman supervillain: light skin tone,minimally-qualified,E11.0,1F9B9 1F3FB 200D 2640,\U0001f9b9\U0001f3fb\u200d\u2640
1606,🦹🏼‍♀️,People & Body,person-fantasy,woman supervillain: medium-light skin tone,fully-qualified,E11.0,1F9B9 1F3FC 200D 2640 FE0F,\U0001f9b9\U0001f3fc\u200d\u2640\ufe0f
1607,🦹🏼‍♀,People & Body,person-fantasy,woman supervillain: medium-light skin tone,minimally-qualified,E11.0,1F9B9 1F3FC 200D 2640,\U0001f9b9\U0001f3fc\u200d\u2640
1608,🦹🏽‍♀️,People & Body,person-fantasy,woman supervillain: medium skin tone,fully-qualified,E11.0,1F9B9 1F3FD 200D 2640 FE0F,\U0001f9b9\U0001f3fd\u200d\u2640\ufe0f
1609,🦹🏽‍♀,People & Body,person-fantasy,woman supervillain: medium skin tone,minimally-qualified,E11.0,1F9B9 1F3FD 200D 2640,\U0001f9b9\U0001f3fd\u200d\u2640
1610,🦹🏾‍♀️,People & Body,person-fantasy,woman supervillain: medium-dark skin tone,fully-qualified,E11.0,1F9B9 1F3FE 200D 2640 FE0F,\U0001f9b9\U0001f3fe\u200d\u2640\ufe0f
1611,🦹🏾‍♀,People & Body,person-fantasy,woman supervillain: medium-dark skin tone,minimally-qualified,E11.0,1F9B9 1F3FE 200D 2640,\U0001f9b9\U0001f3fe\u200d\u2640
1612,🦹🏿‍♀️,People & Body,person-fantasy,woman supervillain: dark skin tone,fully-qualified,E11.0,1F9B9 1F3FF 200D 2640 FE0F,\U0001f9b9\U0001f3ff\u200d\u2640\ufe0f
1613,🦹🏿‍♀,People & Body,person-fantasy,woman supervillain: dark skin tone,minimally-qualified,E11.0,1F9B9 1F3FF 200D 2640,\U0001f9b9\U0001f3ff\u200d\u2640
1614,🧙,People & Body,person-fantasy,mage,fully-qualified,E5.0,1F9D9,\U0001f9d9
1615,🧙🏻,People & Body,person-fantasy,mage: light skin tone,fully-qualified,E5.0,1F9D9 1F3FB,\U0001f9d9\U0001f3fb
1616,🧙🏼,People & Body,person-fantasy,mage: medium-light skin tone,fully-qualified,E5.0,1F9D9 1F3FC,\U0001f9d9\U0001f3fc
1617,🧙🏽,People & Body,person-fantasy,mage: medium skin tone,fully-qualified,E5.0,1F9D9 1F3FD,\U0001f9d9\U0001f3fd
1618,🧙🏾,People & Body,person-fantasy,mage: medium-dark skin tone,fully-qualified,E5.0,1F9D9 1F3FE,\U0001f9d9\U0001f3fe
1619,🧙🏿,People & Body,person-fantasy,mage: dark skin tone,fully-qualified,E5.0,1F9D9 1F3FF,\U0001f9d9\U0001f3ff
1620,🧙‍♂️,People & Body,person-fantasy,man mage,fully-qualified,E5.0,1F9D9 200D 2642 FE0F,\U0001f9d9\u200d\u2642\ufe0f
1621,🧙‍♂,People & Body,person-fantasy,man mage,minimally-qualified,E5.0,1F9D9 200D 2642,\U0001f9d9\u200d\u2642
1622,🧙🏻‍♂️,People & Body,person-fantasy,man mage: light skin tone,fully-qualified,E5.0,1F9D9 1F3FB 200D 2642 FE0F,\U0001f9d9\U0001f3fb\u200d\u2642\ufe0f
1623,🧙🏻‍♂,People & Body,person-fantasy,man mage: light skin tone,minimally-qualified,E5.0,1F9D9 1F3FB 200D 2642,\U0001f9d9\U0001f3fb\u200d\u2642
1624,🧙🏼‍♂️,People & Body,person-fantasy,man mage: medium-light skin tone,fully-qualified,E5.0,1F9D9 1F3FC 200D 2642 FE0F,\U0001f9d9\U0001f3fc\u200d\u2642\ufe0f
1625,🧙🏼‍♂,People & Body,person-fantasy,man mage: medium-light skin tone,minimally-qualified,E5.0,1F9D9 1F3FC 200D 2642,\U0001f9d9\U0001f3fc\u200d\u2642
